Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
55,"Go, Doctor. What is your worst memory of childhood? The death of my father. Tell me about it and don't lie, or I'll know. He was a town marshal. One night he surprised two burglars coming out the back of a drugstore. They shot him. Was he killed outright?",22.435,49,Go What is your worst memory of childhood death of my father Tell me about it and do not lie or I will know He was town marshal night he surprised burglars coming out back of drugstore They shot him Was he killed outright,curiosity
56,"No, he was very strong. He lasted more than a month. My mother died when I was very young. My father had become the whole world to me, and, when he left me, I had nothing. I was ten years old. You're very frank, Clarice. I think it would be quite something to know you in private life. Suid pro quo, Doctor. So tell me about Miss West Virginia. Was she a large girl? - Yes. - Big through the hips? Roomy?",32.12,82,No he was very strong He lasted more than a month My mother died when I was very young My father had become whole world to me and when he left me I had nothing I was years old You are very frank I think it would be quite something to know you in private life Suid pro quo So tell me about Was she large girl Yes through hips,neutral
57,"- They all were. - What else? She had an object deliberately inserted into her throat. Now, that hasn't been made public yet. We don't know what it means. Was it a butterfly? Yes. A moth. Just like the one we found in Benjamin Raspail's head an hour ago. Why does he place them there, Doctor? The significance of the moth is change. Caterpillar into chrysalis, or pupa,",32.553,68,They all were What else She had object deliberately inserted into her throat Now that has not been made public yet We do not know what it means Was it butterfly Yes moth Just like one we found in 's head hour ago Why does he place them there significance of moth is change Caterpillar into or pupa,confusion
58,"and from thence into beauty. Our Billy wants to change, too. There's no correlation between transsexualism and violence. - Transsexuals are very passive. - Clever girl. You're so close to the way you're gonna catch him, do you realise that? No. Tell me why. After your father's murder you were orphaned. What happened next? I don't imagine the answer is on those second-rate shoes, Clarice. I lived with my mother's cousin and her husband in Montana. They had a ranch.",33.732,80,and from thence into beauty Our wants to change too There is correlation between transsexualism and violence Transsexuals are very passive Clever girl You are so close to way you are going to catch him do you realise that No Tell me why After your father 's murder you were orphaned What happened next I do not imagine answer is on second rate shoes I lived with my mother 's cousin and her husband in They had ranch,realization
59,"- Was it a cattle ranch? - Sheep and horses. - How long did you live there? - Two months. - Why so briefly? - I ran away. Why, Clarice? Did the rancher make you perform fellatio? Did he sodomise you? No. He was a very decent man. Suid pro quo, Doctor. Billy is not a real transsexual. But he thinks he is. He tries to be. He's tried to be a lot of things, I expect.",30.220000000000002,77,Was it cattle ranch Sheep and horses How long did you live there months Why so briefly I ran away Why Did rancher make you perform fellatio Did he sodomise you No He was very decent man Suid pro quo is not real transsexual But he thinks he is He tries to be He is tried to be lot of things I expect,neutral
60,"You said that I was very close to the way we would catch him. What did you mean? There are three centres for transsexual surgery: Johns Hopkins, the University of Minnesota and Columbus Medical Centre. I wouldn't be surprised if Billy had applied for sex reassignment at all of them and been rejected. On what basis would they reject him? Look for severe childhood disturbances associated with violence. Our Billy wasn't born a criminal, Clarice. He was made one through years of systematic abuse.",32.32,84,You said that I was very close to way we would catch him What did you mean There are centres for transsexual surgery of and I would not be surprised if had applied for sex reassignment at all of them and been rejected On basis would they reject him Look for severe childhood disturbances associated with violence Our was not born criminal He was made through years of systematic abuse,neutral
61,"Billy hates his own identity, you see, and he thinks that makes him a transsexual. But his pathology is a thousand times more savage and more terrifying. It rubs the lotion on its skin. It does this whenever it's told. Mister, my family'll pay cash. Whatever ransom you're asking for, they'll pay it. It rubs the lotion on its skin or else it gets the hose again. Yes, it will, Precious. It will get the hose. OK, OK.",32.803999999999995,78,hates his own identity you see and he thinks that makes him transsexual But his pathology is times more savage and more terrifying It rubs lotion on its skin It does this whenever it is told my family'll pay cash ransom you are asking for they will pay it It rubs lotion on its skin or else it gets hose again Yes it will Precious It will get hose OK,fear
62,"Mister, if you let me go, I won't press charges, I promise. See, my mom is a real important woman. I guess you already know that. Now it places the lotion in the basket. Please! Please! I wanna go home, please! It places the lotion in the basket. I wanna see my mommy!",23.958,53,if you let me go I will not press charges I promise See my mother is real important woman I guess you already know that Now it places lotion in basket Please Please I want to go home please It places lotion in basket I want to see my mommy,caring
63,"Please! I wanna see my... I wanna see my mommy. Put the fucking lotion in the basket! You still think you're gonna walk on some beach and see the birdies? I don't think so. I called Senator Ruth Martin. She never heard of any deal with you. They scammed you, Hannibal.",22.642,51,Please I want to see my I want to see my mommy Put fucking lotion in basket You still think you are going to walk on beach and see birdies I do not think so I called She never heard of deal with you They scammed you,anger
64,"Stand outside. And shut the door. There never was a deal with Senator Martin, but there is now. I designed it. Of course, I worked in a few conditions for my own benefit as well. Identify Buffalo Bill by name and, if the girl is found in time, Senator Martin will have you transferred to the state prison in Tennessee. Answer me, Hannibal. You answer me now or, by God, you'll never leave this cell. Who is Buffalo Bill?",34.19200000000001,79,Stand outside And shut door There never was deal with but there is now I designed it Of course I worked in few conditions for my own benefit as well Identify by name and if girl is found in time will have you transferred to state prison in Answer me You answer me now or by you will never leave cell Who is,neutral
65,"His first name is Louis. I'll tell the rest to the senator herself, but only in Tennessee. And I have a few conditions of my own. Clean him up and get him ready to go. Jack, Hannibal Lecter's being transferred to Memphis. Transferred? Did you have a trainee make a phoney offer to Lecter in the senator's name? Yeah, I rolled the dice. I had to. Well, she's mad as hell, Jack. Paul Krendler's over here from Justice.",26.008000000000003,78,His first name is I will tell rest to senator herself but only in And I have few conditions of my own Clean him up and get him ready to go 's being transferred to Transferred Did you have trainee make phoney offer to in senator 's name Yeah I rolled dice I had to Well she is mad as hell 's over here from,neutral
66,"She's asking him to take over in Memphis. MEMPHIS INTERNATIONAL AIRPORT Welcome to Memphis. I'm Lieutenant Boyle. This is Sergeant Patrick. We'll treat you as good as you treat us. You be a gentleman, you're gonna get three hots and a cot. Sir. You sign right here, we'll have us a legal transfer. Where's...? Here, sir. Use mine. Senator Martin, Dr Hannibal Lecter.",28.903000000000002,63,She is asking him to take over in to I am This is We will treat you as good as you treat us You be gentleman you are going to get hots and cot You sign right here we will have us legal transfer Where is Here sir Use mine,neutral
67,"Dr Lecter, I brought an affidavit guaranteeing your new rights. You'll wanna read it before I sign. I won't waste your time or Catherine's time, bargaining for petty privileges. Clarice Starling and that awful Jack Crawford have wasted far too much time. I only pray they haven't doomed the poor girl. Let me help you now and I will trust you when it is all over. You have my word. Paul? Buffalo Bill's real name is Louis Friend. I met him just once. He was referred to me in April or May 1980",33.435,93,I brought affidavit guaranteeing your new rights You will want to read it before I sign I will not waste your time or 's time bargaining for petty privileges and awful have wasted far too much time I only pray they have not doomed poor girl Let me help you now and I will trust you when it is all over You have my word 's real name is I met him just once He was referred to me in or,caring
68,"by my patient, Benjamin Raspail. They were lovers, you see. But Raspail had become very frightened. Apparently, Louis had murdered a transient and done things with the skin. We need his address and a physical description. Tell me, Senator. Did you nurse Catherine yourself? - What? - Did you breast-feed her? - Now, wait a minute. - Yes, I did.",29.212,60,by my patient They were lovers you see But had become very frightened Apparently had murdered transient and done things with skin We need his address and physical description Tell me Did you nurse yourself What Did you breast feed her Now wait minute Yes I did,fear
69,"- Toughened your nipples, didn't it? - You son of a bitch! Amputate a man's leg and he can still feel it tickling. Tell me, Mom, when your little girl is on the slab, where will it tickle you? Take this thing back to Baltimore. Five foot ten, strongly built, about 180 pounds. Hair blond, eyes pale blue. He'd be about 35 now. He said he lived in Philadelphia but may have lied. That's all I can remember, Mom, but if I think of any more, I will let you know. And, Senator, just one more thing.",34.014,97,Toughened your nipples did not it You son of bitch Amputate man 's leg and he can still feel it tickling Tell me when your little girl is on slab where will it tickle you Take thing back to foot strongly built about pounds Hair blond eyes pale blue He would be about now He said he lived in but may have lied That is all I can remember but if I think of more I will let you know And just more thing,amusement
70,"Love your suit. In a meeting this evening with Senator Ruth Martin, Dr Lecter agreed to assist in the investigation of trying to find the abductor, Buffalo Bill. - How do you fit in? - My insight into Lecter's mind - made this breakthrough possible. - Buffalo Bill's real name? That is now a matter of record with the proper authorities. - My name is Dr Frederick Chilton. - How do you spell that? - Are you with Dr Chilton's group? - Well, I just saw him outside, sir.",29.888999999999996,89,Love your suit In meeting evening with agreed to assist in investigation of trying to find abductor How do you fit in My insight into 's mind made breakthrough possible 's real name That is now matter of record with proper authorities My name is How do you spell that Are you with 's group Well I just saw him outside,curiosity
71,"Access to Lecter is limited. We've been getting death threats. I understand, sir. Log in and check your weapon. I can't take all the credit. Senator Martin, the Justice Department, people at the FBI, folks at the Baltimore state hospital. And now for the hard part: Apprehending the suspect. Excuse me, folks. I'm gonna have to catch a flight. Is it true what they're sayin'? He's some kind of vampire?",26.497,70,Access to is limited We have been getting death threats I understand Log in and check your weapon I can not take credit people at folks at state hospital And now for hard part Apprehending suspect Excuse me folks I am going to have to catch flight Is it true what they are He is kind of vampire,neutral
72,"They don't have a name for what he is. You do know the rules, ma'am? Yes, Lieutenant Boyle. I've questioned him before. Go ahead. Good evening, Clarice. I thought you might like your drawings back, Doctor. Just until you get your view. How very thoughtful. Or did Jack Crawford send you for one last wheedle",25.584,55,They do not have name for what he is You do know rules Yes I have questioned him before Go ahead Good evening I thought you might like your drawings back Just until you get your view How very thoughtful Or did send you for last wheedle,neutral
73,"before you're both booted off the case? No, I came because I wanted to. People will say we're in love. Anthrax Island. That was an especially nice touch, Clarice. - Yours? - Yes. Yeah. That was good. Pity about poor Catherine, though. Ticktock, ticktock, ticktock.",24.730999999999998,45,before you are both booted off case No I came because I wanted to People will say we are in love That was especially nice touch Yours Yes Yeah That was good Pity about poor though Ticktock ticktock ticktock,love
74,"Your anagrams are showing, Doctor. Louis Friend? Iron sulfide, also known as fool's gold. Oh, Clarice, your problem is you need to get more fun out of life. You were telling me the truth back in Baltimore, sir. Please continue now. I've read the case files. Have you? Everything you need to find him is there in those pages. - Then tell me how. - First principles, Clarice. Simplicity. Read Marcus Aurelius. Of each particular thing, ask what is it in itself?",33.22,82,Your anagrams are showing Iron sulfide also known as fool 's gold Oh your problem is you need to get more fun out of life You were telling me truth back in sir Please continue now I have read case files Have you Everything you need to find him is there in pages Then tell me how First principles Simplicity Of particular thing ask what is it in itself,neutral
75,"What is its nature? What does he do, this man you seek? - He kills women. - No. That is incidental. What is the first thing he does? What needs does he serve by killing? Anger. Social acceptance. - Sexual frustrations. - No. He covets. That is his nature. And how do we begin to covet, Clarice? Do we seek out things to covet?",31.148,64,What is its nature What does he do man you seek He kills women No That is incidental What is first thing he does What needs does he serve by killing Anger Social acceptance Sexual frustrations No He covets That is his nature And how do we begin to covet Do we seek out things to covet,neutral
76,"Make an effort to answer now. No. We just... No, we begin by coveting what we see every day. Don't you feel eyes moving over your body, Clarice? And don't your eyes seek out the things you want? All right, yes. Now please tell me how... No. It is your turn to tell me, Clarice. You don't have any more vacations to sell. Why did you leave that ranch?",26.889,69,Make effort to answer now No We just No we begin by coveting what we see day Do not you feel eyes moving over your body And do not your eyes seek out things you want All right yes Now please tell me how No It is your turn to tell me You do not have more vacations to sell Why did you leave ranch,neutral
77,"Doctor, we don't have any more time for any of this now. But we don't reckon time the same way, do we? - This is all the time you'll ever have. - Later. Listen to me. We've only got five... No. I will listen now. After your father's murder, you were orphaned. You went to live with cousins on a sheep and horse ranch in Montana. And? And one morning I just ran away. Not ""just"", Clarice. What set you off?",28.759,81,Doctor we do not have more time for any of this now But we do not reckon time same way do we This is time you will ever have Later Listen to me We have only got No I will listen now After your father 's murder you were orphaned You went to live with cousins on sheep and horse ranch in And And morning I just ran away Not just What set you off,sadness
78,"- You started at what time? - Early. Still dark. Then something woke you, didn't it? Was it a dream? What was it? I heard a strange noise. What was it? It was screaming. Some kind of screaming. Like a child's voice. What did you do? I went downstairs. Outside.",25.205000000000002,50,You started at time Early Still dark Then something woke you did not it Was it dream What was it I heard strange noise What was it It was screaming kind of screaming Like child 's voice What did you do I went downstairs Outside,surprise
79,"I crept up into the barn. I was so scared to look inside, but I had to. What did you see, Clarice? What did you see? Lambs. They were screaming. They were slaughtering the spring lambs? And they were screaming. - And you ran away? - No. First I tried to free them. I opened the gate to their pen, but they wouldn't run.",28.809,64,I crept up into barn I was so scared to look inside but I had to What did you see What did you see Lambs They were screaming They were slaughtering spring lambs And they were screaming And you ran away No First I tried to free them I opened gate to their pen but they would not run,fear
80,"They just stood there, confused. They wouldn't run. But you could - and you did, didn't you? Yes. I took one lamb and I ran away as fast as I could. - Where were you going, Clarice? - I don't know. I didn't have any food, any water and it was very cold, very cold. I thought... I thought if I could save just one, but... He was so heavy. So heavy.",27.703,72,They just stood there confused They would not run But you could and you did did not you Yes I took lamb and I ran away as fast as I could Where were you going I do not know I did not have food water and it was very cold very cold I thought I thought if I could save just but He was so heavy So heavy,confusion
81,"I didn't get more than a few miles when the sheriff's car picked me up. The rancher was so angry, he sent me to live at the orphanage in Bozeman. I never saw the ranch again. What became of your lamb, Clarice? - He killed him. - You still wake up sometimes, don't you? Wake up in the dark and hear the screaming of the lambs? Yes. And you think, if you save poor Catherine, you could make them stop, don't you?",29.887999999999998,82,I did not get more than few miles when sheriff 's car picked me up rancher was so angry he sent me to live at orphanage in I never saw ranch again What became of your lamb He killed him You still wake up sometimes do not you Wake up in dark and hear screaming of lambs Yes And you think if you save poor you could make them stop do not you,anger
82,"You think if Catherine lives, you won't wake up in the dark ever again to that awful screaming of the lambs. I don't know. I don't know. Thank you, Clarice. - Thank you. - Tell me his name, Doctor. Dr Chilton, I presume. I think you know each other.",23.236,49,You think if lives you will not wake up in dark ever again to awful screaming of lambs I do not know I do not know Thank you Thank you Tell me his name I presume I think you know other,gratitude
83,"OK. - Let's go. - It's your turn, Doctor. - Out. - Tell me his name. Sorry, ma'am. I've got orders. I have to put you on a plane. Come on now. Brave Clarice. You will let me know when those lambs stop screaming, won't you? - Tell me his name, Doctor. - Clarice. Your case file. Goodbye, Clarice.",27.648999999999997,59,OK Let us go It is your turn Tell me his name Sorry madam I have got orders I have to put you on plane Come on now You will let me know when lambs stop screaming will not you Tell me his name Your case file,neutral
84,"- Ready when you are, doc. - Just another minute, please. Son of a bitch demanded a second dinner. Lamb chops, extra rare. I wonder what he wants for breakfast. Some damn thing from the zoo? - Good evening, gentlemen. - OK, doc. Grab some floor. Same drill as before, please. Ready when you are, Sergeant Pembry. OK. Hand me that, would ya? Thanks.",28.105999999999998,64,Ready when you are Just minute please of bitch demanded second dinner chops extra rare I wonder what he wants for breakfast damn thing from zoo Good evening gentlemen Grab floor Same drill as before please Ready when you are OK Hand me that would Thanks,neutral
85,"Mind the drawings, please. Thank you. Watch it. He's cuffed me! Jesus Christ! Ready when you are, Sergeant Pembry. What is this shit? - Did somebody go up on five? - No. Nobody went up. Call Pembry. Ask him to tell... CP. Shots fired on five. Repeat: Shots fired on five.",25.548000000000002,51,Mind drawings please Thank you Watch it He is cuffed me Ready when you are What is shit Did somebody go up on No Nobody went up Call Ask him to tell Shots fired on Repeat Shots fired on,gratitude
86,"Sergeant Tate. - Holy shit. - What the hell...? Shut up. Bobby, get the vest. - Right, sarge. - Brady, Howard, cover... Look! - It's stopped. - Seal off a ten-block radius. Get me the SWAT team and an ambulance double-quick. We're goin' up. Pembry!",23.366,45,shit What hell Shut up get vest Right sarge cover Look It is stopped Seal off block radius Get me team and ambulance double quick We are going up,anger
87,"Boyle! Oh, God. Go. - Clear. - Command post. Two officers down. - Lecter's gone, sarge. - Prisoner is missing. - Boyle's gun is gone, Sergeant. - Repeat: Lecter is missing and armed. He's stripped the bed. Might be makin' a rope. Check all windows. Where the fuck is my ambulance?",26.426000000000002,51,Oh Go post officers down 's gone sarge is missing 's gun is gone Repeat is missing and armed He is stripped bed Might be makin rope Check windows Where fuck is my ambulance,anger
88,"He's alive. Sergeant Tate, he's alive. Get a hold of him and feel his hand. Talk to him. - What do I say? - It's Jim Pembry. Talk to him, dammit! Lecter is missing and armed. Pembry, can you hear me? He took Boyle's gun. Pembry got off one round. There's a chance Lecter was hit. Keep breathin' in and out. That's it. You're doing a good job. You look real good. Yeah, you look real good.",29.903,77,He is alive he is alive Get hold of him and feel his hand Talk to him What do I say It is Talk to him dammit is missing and armed can you hear me He took 's gun got off round There is chance was hit Keep breathin in and out That is it You are doing good job You look real good Yeah you look real good,approval
89,"- You ready? - Let's do it. Let's go. Looking good, Pembry. You're gonna make it. You're doin' just fine. I need that IV now! Can we get the straps? Where's the fucking oxygen? Stay with me. Stay with me here. We're losin' him. Downstairs. And up. Elevator!",24.087,48,You ready Let us do it Let us go Looking good You are going to make it You are doing just fine I need that now Can we get straps Where is fucking oxygen Stay with me Stay with me here We are losin him Downstairs And up Elevator,neutral
90,"CP to Tate. Roger, Lieutenant. Tate here. I'm on the elevator bringing Pembry down. He seems to be hangin' on. Top three floors secured. Main stairwell secured. We think he's on two. Tate, are you still with me? We're pretty sure he's somewhere on two, sir. That's all for now. Over.",24.407,51,to here I am on elevator bringing down He seems to be hangin on Top floors secured Main stairwell secured We think he is on Tate are you still with me We are pretty sure he is somewhere on sir That is all for now Over,neutral
91,"He's on the roof of the elevator. OK, guys. I see him. There's a gun by his hand. He's not moving. - One warning: We need him alive. - Got it. Lecter, put your hands on your head. One in the leg. No movement. Johnny, hold your fire. We're comin' into the car.",21.137,53,He is on roof of elevator OK guys I see him There is gun by his hand He is not moving warning We need him alive Got it put your hands on your head in leg movement hold your fire We are comin into car,neutral
92,"We're openin' the hatch. Watch his hands. If there's any fire, it'll come from us. - Affirm. - Got it. Memphis General, medical unit 26. We're inbound with a male police officer with severe facial lacerations. Weapon unknown. We've got grand mal seizure activity but he's post-ictal now. Vital signs are good. Pressure is 130 over 90. - 90? - Yeah, that's right, 90. Pulse 84. We got him on lactated Ringer's and the patient is on ten litres of oxygen...",28.976000000000003,81,We are openin hatch Watch his hands If there is fire it will come from us Affirm Got it medical unit We are inbound with male police officer with severe facial lacerations Weapon unknown We have got grand mal seizure activity but he is post - ictal now Vital signs are good Pressure is over Yeah that is right We got him on lactated 's and patient is on litres of oxygen,neutral
93,"They found the ambulance in a parking garage at the airport. Crew was dead. He killed a tourist, too. Got his clothes, cash. - By now he could be anywhere. - He won't come after me. - Oh, really? - He won't. I can't explain it. He would consider that rude. - It's over. She's dead. - It's not your fault it worked out like this. The thing is that Lecter said everything we need to catch him is in these pages. Dr Lecter said a lot of things. He's here, Ardelia.",32.511,92,They found ambulance in parking garage at airport Crew was dead He killed tourist too Got his clothes cash By now he could be anywhere He will not come after me Oh really He will not I can not explain it He would consider rude It is over She is dead It is not your fault it worked out like this thing is that said everything we need to catch him is in pages said lot of things He is here,sadness
94,"Is this Lecter's handwriting? ""Clarice, doesn't this random scattering of sites seem desperately random, like the elaboration of a bad liar? Hannibal Lecter."" Desperately random? What does he mean? Not random at all, maybe. Like there's some pattern here. But there is no pattern or the computers would have nailed it. - They were even found in random order. - Random because of the one girl. - The one he weighted down. - Fredrica Bimmel. From Belvedere, Ohio.",32.975,78,Is 's handwriting Clarice does not random scattering of sites seem desperately random like elaboration of bad liar Desperately random What does he mean Not random at all maybe Like there is pattern here But there is pattern or computers would have nailed it They were even found in random order because of girl one he weighted down From,neutral
95,"First girl taken, third body found. - Why? - She didn't drift. He weighted her down. What did Lecter say about the first principles? - Simplicity. - What does this guy do? He covets. How do we first start to covet? - We covet what we see... - Every day. - Hot damn, Clarice. - He knew her. BELVEDERE, OHIO - Mr Bimmel? - That's me.",29.377,66,First girl taken third body found Why She did not drift He weighted her down What did say about first principles Simplicity What does guy do He covets How do we first start to covet We covet what we see day Hot damn He knew her That is me,neutral
96,"I'm Clarice Starling. I'm with the FBI. I sure appreciate you letting me take a look around, Mr Bimmel. I don't know nothin' new to tell ya. Police been back here so many times already. Fredrica went into Chicago on the bus to see about a job. She left the interview OK. She never come home. Her bedroom's how she left it. Upstairs. Door to the left. He's making himself a ""woman suit"", Mr Crawford, out of real women.",27.987000000000002,79,I am I am with I sure appreciate you letting me take look around I do not know nothing new to tell Police been back here so many times already went into on bus to see about job She left interview OK She never come home Her bedroom 's how she left it Upstairs Door to left He is making himself woman suit out of real women,admiration
97,"He can sew, this guy. He's very skilled. - He's a tailor or a dressmaker. - Starling... That's why they're so big. He has to keep them alive so he can starve them, - so that he can loosen their skin. - Starling, we know who he is. And where he is. We're on our way right now. - Where? - Calumet City, edge of Chicago. Be on the ground in 45 minutes. That's great news, sir, but how... Johns Hopkins came up with some names. We fed 'em into Known Offenders.",25.762,92,He can sew guy He is very skilled He is tailor or dressmaker Starling That is why they are so big He has to keep them alive so he can starve them so that he can loosen their skin we know who he is And where he is We are on our way right now Where edge of Be on ground in minutes That is great news but how came up with names We fed them into Offenders,admiration
98,"Subject's name is Jamie Gumb, a.k. A John Grant. Lecter's description was accurate. He just lied about the name. Customs had some paper on him. They stopped a carton two years ago at LAX. Live caterpillars from Surinam. The addressee was a Jame Gumb. Chicago's only 400 miles from here. I'll be there in... No, Starling. There's not enough time. We want him for murder, not kidnapping. I need you to link him to the Bimmel girl. See what you can dredge up in Belvedere. Yes, sir, you bet. I'll do my best.",31.858999999999998,93,'s name is 's description was accurate He just lied about name had paper on him They stopped carton years ago at Live caterpillars from addressee was 's only miles from here I will be there in No Starling There is not enough time We want him for murder not kidnapping I need you to link him to girl See what you can dredge up in Yes sir you bet I will do my best,neutral
99,"Starling, we wouldn't have found him without you. Nobody's gonna forget that. Least of all me. Thank you, sir. Thank you very much, Mr Crawford. Mr Crawford? Thanks for the scraps, asshole. I got a better idea. OK, Precious. Time for a little treat. Precious! Come on, girl!",24.765,48,Starling we would not have found him without you Nobody 's going to forget that Least of me Thank you sir Thank you very much Thanks for scraps I got better idea OK Precious Time for little treat Precious Come on girl,gratitude
100,"Come on, Precious. Come on, Precious! I got a yummy snack for ya! Come on. Come and get it. Precious! Are you up there, you little shit? Come and get it, pretty girl. Precious, please come. Come on. Would you fuck me? Come on. Take that bone.",23.173,47,Come on Precious Come on Precious I got yummy snack for ya Come on Come and get it Precious Are you up there you little shit Come and get it pretty girl Precious please come Come on Would you fuck me Come on Take bone,admiration
101,"I'd fuck me. Come on. I'd fuck me hard. I'd fuck me so hard. No. AIR NATIONAL GUARD HQ CHICAGO, IL Is that a good job, FBI agent? You get to travel around and stuff? I mean, better places than this? Sometimes you do.",21.461,44,I would fuck me Come on I would fuck me hard I would fuck me so hard No Is that good job agent You get to travel around and stuff I mean better places than this Sometimes you do,anger
102,"Freddie was so happy for me when I got this job at the bank. Toaster giveaways and Barry Manilow on the speakers all day. She thought it was such hot shit. What did she know? Big dummy. Stacy, did Fredrica ever mention a man named Jamie Gumb or a Jame Gumb? - How about John Grant? - No. Would she have had a friend you didn't know about? If she had a guy, I'd have known, believe me. - Sewing was her life. - Did you two ever work together?",30.934,90,was so happy for me when I got job at bank Toaster giveaways and on speakers day She thought it was such hot shit What did she know Big dummy Stacy did ever mention man named or How about No Would she have had friend you did not know about If she had guy I would have known believe me Sewing was her life Did you ever work together,joy
103,"Sure. Me and Pam Malavesi used to help her do alterations for old Mrs Lippman. Can you give me Mrs Lippman's address? I need to talk to her. CALUMET CITY, IL So powerful. So beautiful. Precious? - Precious? - She's down here, you sack of shit! - Put her in that bucket. - Get me a telephone and lower it down. Poodlie-poo. Precious. - Darling heart, are you all right? - She's in a lot of pain. She needs a vet.",32.093,81,Sure Me and used to help her do alterations for old Can you give me 's address I need to talk to her So powerful So beautiful Precious Precious She is down here you sack of shit Put her in bucket Get me telephone and lower it down Poodlie poo Precious heart are you all right She is in lot of pain She needs vet,admiration
104,"She broke her leg on the way down. I know it. - Don't you hurt my dog! - Don't you make me hurt your dog! You don't know what pain is! - Oh, fuck! - You better be gettin' me that telephone! I'm gonna do it, mister! All right, mister! I'm doin' it! OK, I'm coming. We're goin' in. Good afternoon. Sorry to bother you. I'm looking for Mrs Lippman's family.",26.758,71,She broke her leg on way down I know it Do not you hurt my dog Do not you make me hurt your dog You do not know what pain is Oh fuck You better be gettin me telephone I am going to do it All right I am doing it OK I am coming We are going in Good afternoon Sorry to bother you I am looking for 's family,caring
105,"FBI! Everybody down! No, Lippmans don't live here any more. Excuse me. I really need to speak with you. Clear! What's the problem, officer? I'm investigating the death of Fredrica Bimmel. There's no one here, Jack. Clarice. - Your name is? - Jack Gordon.",20.324,44,Everybody down No do not live here any more Excuse me I really need to speak with you Clear What is problem officer I am investigating death of There is one here Your name is,neutral
106,"Mr Gordon. Good. Well, Fredrica used to work for Mrs Lippman. Did you know her? No. Uh-uh. Oh, wait. Was she a great, big, fat person? - She was a big girl, sir. - Yeah, I may have... No, I read about her in the newspaper. Mrs Lippman had a son. Maybe he could help you. I got his card here someplace. Come in while I look for it. - May I? - Yeah, sure.",24.915999999999997,75,Good Well used to work for Did you know her No Uh - uh Oh wait Was she great big fat person She was big girl Yeah I may have No I read about her in newspaper had son Maybe he could help you I got his card here someplace Come in while I look for it May I Yeah sure,admiration
107,"Are you close to catchin' somebody, you think? Yes. We may be. Did you take over this place after Mrs Lippman died, is that right? Yeah, I bought this house two years ago. Did she leave any records? Any business records? Tax forms? List of employees? No, nothin' like that at all. Say, has the FBI learned something? The police around here don't seem to have the first clue.",30.887999999999998,69,Are you close to catchin ' somebody you think Yes We may be Did you take over place after died is that right Yeah I bought house years ago Did she leave records business records Tax forms List of employees No nothing like that at all Say has learned something police around here do not seem to have first clue,neutral
108,"I mean, have you got, like, a description, fingerprints, anything like that? No. No, we don't. Here's that number. Very good, Mr Gordon. May I use your phone, please? Sure, you can use my phone. Freeze! Put your hands over your head. And turn around. Spread your legs. Spread your legs. Put your hands in the back. Thumbs up.",27.466,59,I mean have you got like description fingerprints anything like that No No we do not Here is number Very good May I use your phone please Sure you can use my phone Freeze Put your hands over your head And turn around Spread your legs Spread your legs Put your hands in back Thumbs up,neutral
109,"Freeze! Hello? Are you there? I'm down here! - Catherine Martin? - Yes! FBI. You're safe. Safe, shit! Get me outta here! - You're all right. Where is he? - How the fuck should I know? - Just get me outta here! - You gotta be quiet. Shut that dog up. Just get me outta here!",24.613,56,Freeze Hello Are you there I am down here Yes You are safe Safe shit Get me outta here You are all right Where is he How fuck should I know Just get me outta here You got to be quiet Shut dog up Just get me outta here,anger
110,"Oh, my God. Catherine, I'm gonna get you outta there, but right now you listen to me. I've gotta leave this room. Be right back. No! Don't you leave me here, you fuckin' bitch! Don't you leave me here! This guy's fuckin' crazy! Please! I gotta get outta here! Catherine, the other officers'll be here any minute now. Wait! Don't go! Please!",29.508999999999997,62,Oh my I am going to get you outta there but right now you listen to me I have got to leave room Be right back No Do not you leave me here you ' bitch Do not you leave me here guy 's ' crazy Please I got to get outta here other officers'll be here minute now Wait Do not go Please,anger
111,"Quiet! - You OK? - Gunpowder. It's nothing. I'm OK. How did you track Buffalo Bill here? Clarice M Starling. Congratulations. Special Agent Starling. - Special Agent Mapp. - Phone call. - Excuse me. - Starling. Pilch, could you take our picture?",20.019,42,Quiet You OK It is nothing I am OK How did you track here Congratulations Phone call Excuse me could you take our picture,caring
112,"Yeah. Sure. Look, I just wanted to say congratulations. I'm not much good at this kinda thing, so I'm gonna duck outta here. OK. Sure. Thank you, Mr Crawford. Your father would have been proud today. Don't forget your phone call. - Starling. - Well, Clarice? Have the lambs stopped screaming?",24.469,51,Yeah Sure Look I just wanted to say congratulations I am not much good at kind of thing so I am going to duck outta here OK Sure Thank you Your father would have been proud today Do not forget your phone call Well Have lambs stopped screaming,gratitude
113,"- Dr Lecter. - Don't bother with the trace. I won't be on long enough. - Where are you, Dr Lecter? - I have no plans to call on you, Clarice. The world's more interesting with you in it. So you take care now to extend me the same courtesy. You know I can't make that promise. I do wish we could chat longer but... I'm having an old friend for dinner. - Bye. - Dr Lecter?",24.691,77,Do not bother with trace I will not be on long enough Where are you I have plans to call on you world 's more interesting with you in it So you take care now to extend me same courtesy You know I can not make promise I do wish we could chat longer but I am having old friend for dinner,desire
114,Dr Lecter? Excuse me. You got the security system all set up? - We have the big-shot security. - Thank you. I appreciate that.,9.205,24,Excuse me You got security system all set up We have big shot security Thank you I appreciate that,admiration
