Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
92,"Yue... ...the Fire Nation is here. Now be sure to keep your uniform closed up to your neck. And remember, your Chi can warm you. I know, Uncle. Be safe.",11.306999999999999,30,Yue is here Now be sure to keep your uniform closed up to your neck And remember your can warm you I know Be safe,caring
93,Aang needs to ask you something. I have to talk to the Dragon Spirit. He can help me defeat the Fire Nation. Is there a spiritual place Where I can meditate? There is a very spiritual place. The city was built around this place. But we must hurry.,14.402000000000001,48,needs to ask you something I have to talk to He can help me defeat Is there spiritual place Where I can meditate There is very spiritual place city was built around place But we must hurry,neutral
94,"Momo, be nice. To get your Airbending tattoos, you have to meditate for long periods of time without losing focus. Some of the great monks can meditate for four days. - I have to get back. - I'll take you. I'll stay with him.",18.884999999999998,44,be nice To get your Airbending tattoos you have to meditate for long periods of time without losing focus Some of great monks can meditate for days I have to get back I will take you I will stay with him,caring
95,"Aang? Aang, can you hear me? I knew you were real. I always knew you'd return. Me, too. The Fire Lord's son.",11.011,22,can you hear me I knew you were real I always knew you would return Me too 's son,neutral
96,"You took him from our village. Who are you? My name is Katara, and I'm the only waterbender left in the Southern water Tribe. - Go for the children. - Yes. I'm not allowed to go home without him.",12.911,39,You took him from our village Who are you My name is and I am only waterbender left in Southern water Go for children Yes I am not allowed to go home without him,approval
97,"The waterbenders get power from the moon. They will get stronger as the day comes to an end. General Iroh, I've been keeping a secret. And what is that? In my raid of the Great Library earlier this year, I found a scroll that tells",14.594000000000001,45,waterbenders get power from moon They will get stronger as day comes to end I have been keeping secret And what is that In my raid of earlier year I found scroll that tells,curiosity
98,"the location of the Ocean and Moon Spirits. To meet a Spirit would be a great honor. Well, I hope I can give you that honor. What happened? What happened? Prince Zuko's here in the city. He took Aang again.",13.559999999999999,40,location of and Spirits To meet would be great honor Well I hope I can give you honor What happened What happened 's here in city He took again,admiration
99,"We'll just wait till everyone's fighting everyone. Then in the night, we'll slip out. Aang, can you hear me? I knew you were real. I always knew you'd return. Hello! Hello!",14.482,31,We will just wait till everyone is fighting everyone Then in night we will slip out can you hear me I knew you were real I always knew you would return Hello Hello,realization
100,"Please, tell me how to beat the Fire Nation! You are not dealing With the loss of your people, and your responsibility for their deaths. You are stopping yourself from grieving. You are angry. You must let this go.",19.077,39,Please tell me how to beat You are not dealing With loss of your people and your responsibility for their deaths You are stopping yourself from grieving You are angry You must let this go,anger
101,"As the Avatar, you are not meant to hurt others. Use the ocean. Show them the power of water. Go! Do this now. My sister Azula was always the special one. She was a Firebending prodigy.",18.371,36,As you are not meant to hurt others Use ocean Show them power of water Go Do this now My sister was always special one She was prodigy,neutral
102,"My father loves her. He can't even look at me sometimes. He says I'm like my mother. I advise that you pull back your men soon. They will be trapped in the city When the moon's power comes out. Do not worry about the moon's power, General Iroh.",13.81,48,My father loves her He can not even look at me sometimes He says I am like my mother I advise that you pull back your men soon They will be trapped in city When moon 's power comes out Do not worry about moon 's power,caring
103,"Why should you not be worried about the moon's power? Because your brother, Fire Lord Ozai, and I have decided it is in our best interests to kill the Moon Spirit. What? Calm down. We'll find him. Are you OK? Did the Spirits tell you anything?",14.969999999999999,46,Why should you not be worried about moon 's power Because your brother and I have decided it is in our best interests to kill What Calm down We will find him Are you OK Did Spirits tell you anything,curiosity
104,"Yes. The Dragon Spirit talked to me. I know what to do. Aang, we have to go. You won't be killed by waterbenders if you stay hidden here. We could be friends, you know. They're getting stronger. This is a scroll from the Great Library. This is our map.",17.178,49,Yes talked to me I know what to do we have to go You will not be killed by waterbenders if you stay hidden here We could be friends you know They are getting stronger This is scroll from This is our map,optimism
105,"Our world is going to change soon, gentlemen. Right there and right there. See where they're going! I'll go join the fight! They are called many names: Yin and Yang, push and pull. May I introduce you to the mysterious Ocean and Moon Spirits? Why do Spirits take the form of such benign things?",20.238999999999997,54,Our world is going to change soon gentlemen Right there and right there See where they are going I will go join fight They are called many names and push and pull May I introduce you to mysterious and Spirits Why do Spirits take form of such benign things,realization
106,"It leaves them so vulnerable. To teach man kindness and humility. Commander Zhao, there are certain things humankind should not tamper with. The Spirits and the Spirit world is one of them. What are you doing here?",14.219,37,It leaves them so vulnerable To teach man kindness and humility there are certain things humankind should not tamper with Spirits and world is of them What are you doing here,neutral
107,"Stop, Zhao. The world will go out of balance. Everyone will be hurt. The Fire Nation is too powerful to worry about children's superstitions, General Iroh. Commander Zhao, don't. We are now the gods!",18.555999999999997,34,Stop world will go out of balance Everyone will be hurt is too powerful to worry about children 's superstitions do not We are now gods,sadness
108,"No! Man all battle stations! You are too soft, General Iroh. He's making fire out of nothing! They're breaching the wall! To the front!",12.513,24,No Man battle stations You are too soft He is making fire out of nothing They are breaching wall To front,neutral
109,"As the Avatar, you are not meant to hurt others. You must show them the power of water. All is lost. You have been anointed by the Moon Spirit. - He gave me life when I was a child. - Then there is still a chance. You can give your life back for the Spirit's.",18.861,55,As you are not meant to hurt others You must show them power of water All is lost You have been anointed by He gave me life when I was child Then there is still chance You can give your life back for 's,neutral
110,"- Don't listen to him, he's Fire Nation. - Nothing is ever truly lost. - Is it mine to give back, if I choose? - There are reasons each of us are born. We have to find those reasons. - This was the reason I was born. - Yue, please. There is no love without sacrifice. Yue, what are you doing? You don't know what will happen.",21.761999999999997,67,Do not listen to him he is Nothing is ever truly lost Is it mine to give back if I choose There are reasons each of us are born We have to find reasons This was reason I was born please There is love without sacrifice Yue what are you doing You do not know what will happen,caring
111,"I believe my life force will leave my body and return to the Moon Spirit. And then what? My soul will no longer exist in this form. Please don't do this. There must be another way. I can't let you do this. I'm supposed to protect you. My people are dying, Sokka.",14.674,52,I believe my life force will leave my body and return to And then what My soul will no longer exist in form Please do not do this There must be way I can not let you do this I am supposed to protect you My people are dying,sadness
112,Those who are in charge of others have a responsibility. It is time we show the Fire Nation We believe in our beliefs - as much as they believe in theirs. - But Yue... I'm scared. Don't make me any more scared. I will miss you more than you know. I killed you.,15.834999999999997,53,Those who are in charge of others have responsibility It is time we show We believe in our beliefs as much as they believe in theirs But I am scared Do not make me any more scared I will miss you more than you know I killed you,realization
113,"Come away from him, nephew. There are too many soldiers now. They will never let you take the Avatar. We must leave immediately. He wants to fight you so he can capture you, Zuko. Walk away!",13.503,36,Come away from him nephew There are too many soldiers now They will never let you take We must leave immediately He wants to fight you so he can capture you Walk away,neutral
114,Come! You stand alone. And that has always been your great mistake. Water teaches us acceptance. Let your emotions flow like water. Aang?,14.070999999999998,23,Come You stand alone And that has always been your great mistake Water teaches us acceptance Let your emotions flow like water,realization
115,"They want you to be their Avatar, Aang. We all do. Our forces in the Northern water Tribe have failed to take the city. General Zhao was killed in battle and my brother has become a traitor. My son's proven himself a failure. Now, Sozin's Comet is returning in three years.",18.178,51,They want you to be their We all do Our forces in Northern water have failed to take city was killed in battle and my brother has become traitor My son 's proven himself failure Now 's is returning in years,neutral
116,"It will give all Firebenders the ability of the highest Firebenders, the ability to use their own Chi to create Fire. That is the day we will win this war and prove the Fire Nation's dominance. Now you must stop the Avatar from mastering Earth and Fire. You must give us the time to get to that day.",23.151,58,It will give Firebenders ability of highest ability to use their own to create That is day we will win war and prove 's dominance Now you must stop from mastering and You must give us time to get to day,excitement
117,"Do you accept this unspeakably important task I'm putting in your hands? I do, Father.",7.0760000000000005,15,Do you accept unspeakably important task I am putting in your hands I do,approval
